Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,Category,SubCategory,Product Name,Sales,Quantity,Discount,Profit,Price,Total Sales
93a88317,2023-05-05,2024-04-18,Standard Class,35e8cc,Sara Gilbert,Corporate,East,Office Supplies,Paper,Paper Beautiful,221.68,10,0.35,111.81,22.168,144.092
ae8bbccb,2025-01-28,2023-06-09,Second Class,cccd81,Todd Reyes DVM,Corporate,East,Office Supplies,Binders,Ever Decide,430.97,7,0.4,124.17,61.56714286,258.582
0791bfb3,2024-07-26,2024-01-07,Standard Class,587c63,Jeremy Peterson,Consumer,West,Technology,Chairs,Strategy Ten,63.66,6,0.41,102.2,10.61,37.5594
1467de66,2024-02-11,2024-05-12,First Class,a07095,Laurie Juarez,Home Office,West,Office Supplies,Binders,Unit Believe,255.13,10,0.1,160.06,25.513,229.617
c2711645,2023-07-29,2024-06-25,Second Class,8d6b35,Stephanie Rogers MD,Consumer,East,Furniture,Tables,Vote Career,404.2,6,0.29,61.35,67.36666667,286.982
e85d7000,2024-03-16,2023-10-31,Same Day,552dc4,Hunter Atkins,Home Office,South,Technology,Binders,Ten Thing,453.84,6,0.31,180.28,75.64,313.1496
e6c2f79b,2024-03-20,2023-11-25,First Class,c74874,Amanda Vang,Corporate,West,Office Supplies,Chairs,Well Difficult,31.79,5,0.05,132.43,6.358,30.2005
5f1b22bb,2024-06-15,2023-04-27,Standard Class,bf5018,Patricia Cruz,Consumer,West,Office Supplies,Paper,Move Should,424.15,8,0.37,140.99,53.01875,267.2145
aedcfba4,2024-11-20,2023-02-20,Same Day,8d9716,Brianna Schwartz,Consumer,Central,Technology,Binders,Believe Real,42.49,1,0.08,182.23,42.49,39.0908
2c853d05,2024-08-28,2023-04-11,Second Class,a47796,Gregory Robinson,Corporate,East,Office Supplies,Tables,Particular Dinner,326.88,2,0.22,26.72,163.44,254.9664
020ca92f,2023-09-07,2023-09-08,First Class,69b79b,Robert West,Corporate,West,Furniture,Binders,Onto Green,244.66,1,0.14,146.16,244.66,210.4076
6a100aaf,2023-12-13,2023-04-28,Same Day,01b274,Ashley Jimenez,Home Office,South,Technology,Tables,Each Employee,217.2,7,0.18,163.57,31.02857143,178.104
c648d85f,2024-06-29,2024-05-12,Second Class,a507f1,Jason Pierce,Corporate,East,Office Supplies,Chairs,Trip Couple,13.22,8,0.01,60.34,1.6525,13.0878
c52ffcfe,2024-05-30,2023-11-28,First Class,e58318,Scott Hayden,Home Office,Central,Technology,Tables,Control Growth,286.16,9,0.49,91.54,31.79555556,145.9416
d68a7fef,2023-11-14,2024-12-21,Standard Class,141804,Joshua Martinez,Home Office,East,Technology,Binders,By Voice,189.81,5,0.4,128.99,37.962,113.886
2c30ca2c,2023-05-30,2024-08-17,Second Class,1fd05a,James Brock,Home Office,South,Office Supplies,Paper,Camera Throw,95.95,5,0.41,57.48,19.19,56.6105
a54711e1,2023-06-30,2024-09-20,Second Class,3f15af,Christopher Hill,Home Office,South,Furniture,Chairs,Condition Candidate,76.35,6,0.15,110.6,12.725,64.8975
9c404361,2024-06-29,2023-11-07,Standard Class,d1078f,Nancy Reyes,Consumer,West,Technology,Phones,Standard Since,379.37,8,0.04,81.32,47.42125,364.1952
908c05d4,2023-11-06,2023-10-27,First Class,b8d06f,Donna Arnold,Home Office,West,Technology,Paper,Draw Relate,398.49,9,0.05,166.35,44.27666667,378.5655
204032ec,2023-06-25,2024-01-02,Same Day,423b00,Kevin Taylor,Consumer,East,Office Supplies,Chairs,Yet Capital,244.88,6,0.05,17.25,40.81333333,232.636
d1a67053,2024-05-02,2024-08-23,Same Day,ac12ec,Karen Morris DDS,Consumer,West,Office Supplies,Paper,As Share,492.07,9,0.13,62.11,54.67444444,428.1009
4db345c7,2023-05-05,2025-01-23,Standard Class,4abb81,Ashley Vaughn,Corporate,Central,Technology,Storage,Act Which,40.31,3,0.16,196.92,13.43666667,33.8604
05e3e9c4,2023-10-08,2024-06-06,Standard Class,5df23a,Kelly Owens,Home Office,South,Office Supplies,Binders,Never Throughout,461.58,8,0.03,100.94,57.6975,447.7326
8a6c3cbd,2024-12-03,2023-02-28,Standard Class,518dd1,Heather Wiggins,Corporate,East,Office Supplies,Binders,Information Door,251.72,8,0.2,41.89,31.465,201.376
c81c745a,2025-01-09,2023-06-15,Second Class,6edc45,Tara Diaz,Home Office,Central,Furniture,Paper,Image Night,189.11,6,0.21,29.01,31.51833333,149.3969
28e35b81,2024-08-29,2024-07-27,Same Day,6323ef,Mary Mccoy,Corporate,West,Furniture,Tables,This Stay,328.96,9,0.3,113.28,36.55111111,230.272
71394aa8,2024-09-06,2024-05-17,Second Class,359ed5,George Farmer,Corporate,South,Furniture,Phones,Doctor Condition,85.63,7,0.5,87.54,12.23285714,42.815
d7718a9c,2023-07-18,2023-07-06,Second Class,e1a076,Michael Stone,Consumer,West,Technology,Paper,Example Performance,290.51,2,0.26,45.47,145.255,214.9774
580f5b38,2023-10-03,2024-02-02,Same Day,a5c8f9,Dennis Hartman,Corporate,South,Furniture,Tables,Answer Particular,251.5,5,0.09,127.21,50.3,228.865
96fdc5e5,2023-10-26,2023-09-05,Same Day,fc3f69,Gina Miles,Consumer,South,Office Supplies,Paper,Organization Accept,37.34,5,0.13,96.31,7.468,32.4858
7ffe4745,2024-12-09,2023-08-12,Second Class,188ae8,Edward Bowman,Corporate,West,Technology,Binders,Resource Heavy,430.15,2,0.43,156.34,215.075,245.1855
66cc2371,2023-10-14,2023-09-10,Second Class,2f8168,Felicia Stewart,Consumer,East,Furniture,Paper,Foreign Better,353.37,7,0.27,129.89,50.48142857,257.9601
13113a03,2024-11-18,2024-02-23,Standard Class,20b08a,James Jones,Consumer,South,Furniture,Binders,Describe Few,206.76,4,0.33,197.55,51.69,138.5292
030a20e1,2024-01-14,2024-02-23,Same Day,42bd11,Larry Atkinson,Home Office,East,Furniture,Phones,Voice Since,81.93,6,0.31,16.31,13.655,56.5317
7cd11515,2024-02-27,2023-06-29,First Class,4ae170,Edward Booker,Home Office,East,Office Supplies,Storage,Firm Yes,217.63,4,0.48,193.54,54.4075,113.1676
f946ca99,2025-02-09,2023-02-25,Same Day,9cf2ed,Shawna Morgan,Corporate,West,Furniture,Phones,Dream Bag,327.49,2,0.2,39.68,163.745,261.992
857f251c,2024-05-21,2023-04-02,Second Class,fd8dfc,Joshua Moore,Home Office,South,Office Supplies,Chairs,Air Speak,129.07,1,0.49,159.36,129.07,65.8257
690a7a0f,2024-01-04,2023-03-01,First Class,ea607f,Holly King,Consumer,Central,Office Supplies,Chairs,Here Mrs,173.16,2,0.46,28.93,86.58,93.5064
cdad0097,2023-07-23,2024-01-31,First Class,40f436,Jacob Murphy,Consumer,West,Technology,Storage,Discussion Hour,314.79,5,0.13,191.67,62.958,273.8673
7905d0b2,2023-07-20,2024-10-23,Standard Class,33c15f,Jeanne Howard,Corporate,West,Technology,Phones,Prove Hope,241.48,3,0.34,10.82,80.49333333,159.3768
e024b4e6,2024-11-17,2023-03-21,Second Class,a0ef0a,Rachel Jackson,Corporate,South,Technology,Tables,Discuss Mention,334.95,6,0.45,134.28,55.825,184.2225
bfd93c22,2023-08-19,2024-10-07,Standard Class,5ceb5a,Jamie Barber,Home Office,West,Technology,Tables,Sure Fact,186.08,5,0.15,51.7,37.216,158.168
0d55a419,2024-09-05,2024-08-30,Second Class,3a79be,Thomas Gutierrez,Consumer,East,Technology,Storage,Including Body,414.28,9,0.16,111.76,46.03111111,347.9952
0335951b,2024-01-07,2023-11-26,Second Class,a8464f,Mary Navarro,Consumer,Central,Office Supplies,Binders,Building Like,138.1,5,0.15,47.18,27.62,117.385
c9efd57f,2024-09-18,2024-11-12,First Class,f7d57a,Sarah Booth PhD,Corporate,South,Furniture,Storage,Hear Pm,298.52,8,0.19,29.17,37.315,241.8012
4fed94b5,2023-11-09,2023-05-25,Second Class,c3b2b1,Shari Howard MD,Home Office,West,Furniture,Phones,Church Enough,209.57,6,0.04,45.74,34.92833333,201.1872
9de375bd,2024-08-25,2025-01-07,First Class,6851d1,Mark Bullock,Corporate,East,Furniture,Phones,Here Whether,411.63,10,0.48,198.84,41.163,214.0476
a0243283,2024-11-13,2023-03-17,Same Day,fb03ed,Glen Mccarty,Home Office,South,Furniture,Storage,Pressure Even,100.79,1,0.1,182.74,100.79,90.711
d9130c54,2024-05-08,2023-06-13,Standard Class,9c2c5d,Andre Meza,Consumer,East,Furniture,Chairs,Learn Church,158.57,2,0.05,36.35,79.285,150.6415
d7ed7aa2,2023-09-12,2025-01-11,Second Class,1a691d,Brian Pena,Consumer,West,Office Supplies,Paper,If Peace,433.01,5,0.19,181.85,86.602,350.7381
e44c404c,2024-04-23,2024-07-03,Standard Class,3bda5c,Cody Schwartz,Corporate,West,Office Supplies,Binders,Though Blood,10.53,3,0.1,119.03,3.51,9.477
6625de7a,2023-05-02,2023-10-11,Standard Class,8638c0,Mrs. Jessica Jones,Corporate,Central,Technology,Phones,Machine Scientist,364.3,4,0.43,173.71,91.075,207.651
5c31676e,2023-03-04,2023-07-07,Second Class,e7ccfb,Michael Miller,Corporate,South,Furniture,Tables,Continue Home,408.06,5,0.46,173,81.612,220.3524
ded28e20,2024-07-25,2023-07-30,Standard Class,ef4dac,Brenda Harris,Consumer,East,Office Supplies,Storage,Where Change,69.54,2,0.1,67.04,34.77,62.586
4a31b7b7,2023-04-17,2025-01-26,First Class,9a98df,Carmen Jones,Home Office,West,Furniture,Storage,Finally Guy,150.14,8,0.19,131.37,18.7675,121.6134
d2683830,2024-01-11,2024-06-21,First Class,737799,Brian Collins,Consumer,West,Furniture,Phones,Even Idea,64.03,6,0.28,122.35,10.67166667,46.1016
f0d50053,2024-02-24,2024-07-09,Same Day,aa2bf3,Larry Estrada,Home Office,Central,Technology,Binders,Mouth Simply,488.92,9,0.06,34.41,54.32444444,459.5848
ae3f4c3a,2024-07-29,2024-03-19,Second Class,cfbd0e,Brenda Arnold,Home Office,East,Technology,Binders,Card Once,268.28,1,0.13,103.53,268.28,233.4036
6ccdc724,2023-04-21,2024-01-22,Second Class,cfb3a2,Chad Travis,Consumer,Central,Technology,Chairs,From Gas,337.98,6,0.46,167.39,56.33,182.5092
7f4c6c4c,2024-02-02,2024-08-23,Second Class,8bce8f,Dr. Michelle Fisher MD,Consumer,West,Technology,Storage,Whom Yard,28.14,6,0.01,20.48,4.69,27.8586
0ade97ee,2024-12-11,2025-01-20,Same Day,d12b23,Audrey Hunter,Corporate,South,Furniture,Binders,Same Degree,393.31,4,0.03,136.23,98.3275,381.5107
ee51a255,2024-03-10,2023-11-12,First Class,fb59fb,Max Beasley,Consumer,Central,Furniture,Tables,Now Finish,219.9,6,0.46,181.86,36.65,118.746
acff46b6,2024-04-19,2024-04-28,Second Class,24ecbe,Morgan Johnson,Consumer,West,Furniture,Paper,Present Will,312.04,7,0.25,52.53,44.57714286,234.03
4d017d76,2025-02-11,2024-04-29,First Class,f3b093,Andrea King,Home Office,Central,Office Supplies,Phones,We Life,113.32,1,0.24,34.4,113.32,86.1232
d4ac275d,2023-11-18,2023-05-07,Same Day,e991af,Jordan Moran MD,Corporate,Central,Technology,Binders,Reason Rise,175.19,10,0.39,124.72,17.519,106.8659
087835fd,2023-07-02,2023-12-18,Standard Class,853451,Kathleen Lee,Home Office,East,Technology,Paper,Sometimes Husband,254.19,9,0.07,168.32,28.24333333,236.3967
30d17c4f,2024-02-07,2023-03-02,Same Day,191784,Stephanie Davenport,Consumer,South,Furniture,Phones,Program Nice,387.44,10,0.49,92.91,38.744,197.5944
528cf304,2023-09-27,2024-05-02,First Class,9b9aa2,Jonathan Mcdonald,Consumer,Central,Technology,Binders,May Stuff,487.97,5,0.21,194.73,97.594,385.4963
54d88979,2024-09-13,2023-07-19,Standard Class,df491e,Thomas Wright,Corporate,West,Technology,Paper,Kid Personal,279.54,10,0.37,11.97,27.954,176.1102
3f095357,2024-09-04,2023-03-10,First Class,fffe48,Eric Nichols,Consumer,South,Office Supplies,Binders,Hair Will,30.69,1,0.28,163.66,30.69,22.0968
468c6b8f,2025-01-15,2024-02-15,First Class,266a2f,Luke Rose,Consumer,South,Technology,Storage,Public Medical,378.1,7,0.08,107.68,54.01428571,347.852
74c968c0,2024-07-12,2024-03-31,Standard Class,3d6b1b,Robert Smith,Consumer,South,Furniture,Phones,Yeah Onto,244.02,8,0.49,30.91,30.5025,124.4502
a590a439,2023-03-02,2023-03-26,First Class,f13f97,Jessica Murphy,Corporate,South,Furniture,Chairs,Win On,491.48,8,0.41,122.89,61.435,289.9732
41561b9f,2023-07-12,2024-08-18,Same Day,7f311d,Tyler Hunter,Corporate,Central,Technology,Tables,Especially Really,189.76,8,0.35,181.77,23.72,123.344
9a54bae4,2023-11-23,2023-03-05,Standard Class,ebe87e,Diana Montgomery,Corporate,Central,Technology,Binders,Act Knowledge,297.04,7,0.32,195.98,42.43428571,201.9872
3144c4dc,2023-08-20,2024-11-23,Same Day,010b6f,Stephanie Norton,Home Office,South,Office Supplies,Chairs,Painting Course,73.27,3,0.49,60.81,24.42333333,37.3677
48cec7cc,2024-01-18,2024-09-18,Same Day,813c5d,George Sanford,Consumer,East,Technology,Tables,Try Project,82.13,9,0.36,131.93,9.125555556,52.5632
d9978b8a,2024-09-20,2024-06-16,Same Day,978228,Kimberly Berry,Corporate,Central,Office Supplies,Binders,Building That,190.68,1,0.26,35.3,190.68,141.1032
5ca176a8,2024-08-23,2024-05-29,First Class,0a42b3,Colton Cochran,Corporate,West,Office Supplies,Phones,Detail Quite,97.13,8,0.47,23.86,12.14125,51.4789
6634df3e,2023-12-25,2023-06-16,First Class,aac5ef,David Wyatt,Consumer,Central,Technology,Binders,Cause Act,256.06,8,0.39,125.72,32.0075,156.1966
f93013d6,2024-12-01,2024-05-20,Same Day,711bb3,Daniel House,Corporate,Central,Technology,Binders,Deep Mission,236.29,6,0.25,121.63,39.38166667,177.2175
009c7429,2023-02-13,2024-08-21,First Class,850cc3,Rhonda Evans,Corporate,Central,Office Supplies,Tables,Exist Deal,240.32,3,0.27,97.75,80.10666667,175.4336
7cfdfd7d,2024-04-03,2024-07-04,First Class,eeb628,Ian Duran,Consumer,West,Technology,Chairs,Social Challenge,241.26,4,0.1,92.22,60.315,217.134
0d249405,2024-10-06,2024-11-14,Standard Class,e55c60,Vincent Jones,Corporate,South,Office Supplies,Paper,Image Allow,353.95,9,0.15,27.45,39.32777778,300.8575
6c3e238d,2023-09-19,2023-08-06,Second Class,ec82e0,Charles Nielsen,Consumer,West,Furniture,Binders,Himself New,300.98,8,0.34,104.37,37.6225,198.6468
867a057f,2023-12-10,2024-10-05,Same Day,761fee,Joshua Buchanan,Corporate,South,Technology,Chairs,Success Customer,381.81,2,0.26,181.45,190.905,282.5394
2f08199b,2025-01-24,2024-12-01,First Class,09658a,Stacy Martinez,Corporate,West,Office Supplies,Phones,Arm Each,245.96,1,0.18,148.22,245.96,201.6872
4d9fa96c,2023-10-08,2023-09-27,Standard Class,6b3a04,Theresa Graham,Home Office,West,Technology,Storage,Or Important,240.87,1,0.24,79.27,240.87,183.0612
a3011736,2024-12-14,2023-03-20,First Class,e63d6b,Ronald Bartlett,Consumer,East,Technology,Storage,Gun Stop,211.53,2,0.33,94.07,105.765,141.7251
d78e054b,2023-12-27,2024-02-29,Standard Class,ab4292,Sonya Park,Home Office,West,Technology,Tables,Develop Human,146.11,9,0.45,175.88,16.23444444,80.3605
f61f42b4,2024-11-29,2023-05-26,First Class,97697c,Thomas King,Corporate,East,Technology,Storage,As Available,338.56,6,0.02,195.59,56.42666667,331.7888
e2c81cab,2024-06-23,2023-04-21,Second Class,d4990d,Mark Robinson,Consumer,West,Furniture,Paper,Especially Soldier,493.97,3,0.39,100.83,164.6566667,301.3217
53f5f435,2024-09-02,2023-10-18,Standard Class,024513,Melissa Jones,Home Office,East,Furniture,Chairs,Outside Collection,8.61,4,0.04,129.57,2.1525,8.2656
aa26c66f,2024-06-01,2024-05-28,Same Day,0bde68,Jennifer Johnson,Corporate,West,Office Supplies,Tables,Company Easy,205.15,8,0.23,46.37,25.64375,157.9655
a027e242,2023-10-12,2023-08-29,Same Day,68bf21,Carol Wilson,Corporate,West,Furniture,Paper,Onto Argue,402.11,6,0.25,136.48,67.01833333,301.5825
6b3a80d7,2024-05-28,2024-01-26,First Class,32447e,Patricia Baker,Corporate,East,Technology,Paper,Truth Century,484.44,7,0.26,72.84,69.20571429,358.4856
6891a886,2024-05-23,2023-07-22,First Class,a47ebf,William Baker,Home Office,Central,Office Supplies,Phones,Pick Imagine,50.37,1,0.13,10.45,50.37,43.8219
18f67c01,2023-03-08,2023-10-09,First Class,89e32c,Katie Larsen,Home Office,West,Furniture,Binders,Cup Magazine,181.42,8,0.04,10.85,22.6775,174.1632
8e843104,2023-07-15,2023-08-07,Second Class,ec24fb,Caroline Osborn,Home Office,South,Office Supplies,Storage,Happy Visit,312.56,8,0.36,71.24,39.07,200.0384
93b935d7,2023-07-28,2023-02-14,Standard Class,0f74b7,Warren Lane,Corporate,East,Technology,Storage,Land Say,207.47,7,0.09,37.44,29.63857143,188.7977
6c800b8b,2024-08-31,2023-06-19,Standard Class,5353ba,Wendy Larson,Consumer,West,Furniture,Tables,Available Per,211.62,4,0.02,30.97,52.905,207.3876
fe353c0c,2023-08-28,2024-02-11,Standard Class,d882f4,Glen Dorsey,Corporate,East,Technology,Binders,Keep Market,240.61,9,0.42,84.35,26.73444444,139.5538
06019e04,2023-10-28,2024-02-05,Second Class,6b36ca,Jeremy Sims,Corporate,East,Furniture,Chairs,Common Democratic,389.03,10,0,73.71,38.903,389.03
00fc979e,2024-06-15,2024-05-01,First Class,9ba143,Amy Harper,Home Office,South,Office Supplies,Phones,True Enter,11.48,6,0.45,172.05,1.913333333,6.314
3736ef8d,2024-08-02,2024-03-16,Same Day,ef0331,Ronald Smith,Corporate,West,Furniture,Phones,Begin School,457.97,3,0.22,42.14,152.6566667,357.2166
54cba425,2024-06-29,2023-12-31,Standard Class,4f8692,Karen Smith,Home Office,Central,Technology,Binders,Magazine Operation,357.44,5,0.47,55.06,71.488,189.4432
46b60ade,2024-01-23,2023-04-18,First Class,efc72c,Michelle Rush,Home Office,Central,Furniture,Chairs,Positive Health,489.43,7,0.09,132.92,69.91857143,445.3813
874ece37,2023-03-05,2025-01-07,Same Day,84b93b,Tracy Dyer,Home Office,East,Technology,Storage,Imagine Field,390.23,2,0.18,155.88,195.115,319.9886
3f270e2e,2024-05-17,2024-02-13,Standard Class,0f4b0a,Evan Davis DDS,Corporate,South,Technology,Binders,Natural Where,170.01,10,0.32,113.33,17.001,115.6068
65238625,2023-03-29,2023-04-02,Same Day,2bc960,Meagan Dunlap,Home Office,East,Office Supplies,Tables,Interesting Type,226.57,10,0.12,118.27,22.657,199.3816
3dc6ab7a,2024-09-22,2024-02-08,Same Day,a9b77b,Michael Duncan,Consumer,East,Furniture,Storage,Girl Best,290.09,6,0.45,196.49,48.34833333,159.5495
855f68b8,2023-05-05,2024-10-08,Standard Class,70e2d4,Emily Rivers,Consumer,South,Office Supplies,Chairs,Model First,267.38,8,0.08,48.23,33.4225,245.9896
f68676e3,2024-10-29,2024-01-31,First Class,9b3c13,Ian Gibbs,Consumer,South,Office Supplies,Storage,Too Happy,338.88,4,0,1.01,84.72,338.88
eb1cf792,2024-09-22,2024-10-30,First Class,2d551f,Mason Tran,Consumer,South,Furniture,Tables,Event Let,165.2,9,0.39,109.45,18.35555556,100.772
a94b5aaf,2025-02-03,2024-03-01,First Class,98fce8,Kimberly Ward,Consumer,East,Office Supplies,Chairs,Line Thus,365.96,6,0.47,63.53,60.99333333,193.9588
434b3b4d,2024-01-17,2023-05-20,Standard Class,443227,Mr. Nathaniel Davis,Consumer,Central,Technology,Phones,Than Role,387.14,1,0.35,27.5,387.14,251.641
c9a8f3d4,2024-02-11,2024-12-01,First Class,8ece8a,Jeff Leon,Consumer,East,Office Supplies,Chairs,Man Shake,451.06,4,0.3,168.03,112.765,315.742
44456114,2024-01-06,2023-07-25,Standard Class,bd1582,Michael Oliver,Corporate,East,Office Supplies,Binders,Court By,177.45,10,0.06,20.62,17.745,166.803
3d7823c2,2024-01-23,2024-10-07,Same Day,62de01,James Burns,Home Office,Central,Technology,Chairs,Alone Customer,14.84,7,0.33,127.47,2.12,9.9428
d730873e,2023-07-16,2025-01-28,First Class,af556e,Daniel Garcia,Home Office,Central,Furniture,Binders,Southern Article,89.08,8,0.1,137.59,11.135,80.172
21cc4ab2,2024-11-26,2024-03-06,Standard Class,ea2f44,Lisa Logan,Corporate,East,Office Supplies,Storage,Our International,67.21,7,0.2,63.93,9.601428571,53.768
10afa86d,2024-11-20,2024-02-22,Same Day,1de21f,Rebecca Perkins,Corporate,South,Furniture,Phones,Mention Style,274.97,8,0.43,193.33,34.37125,156.7329
8db2cbe8,2023-03-26,2024-01-30,Same Day,485f70,Lori Melendez,Consumer,East,Furniture,Chairs,Service Stand,106.71,1,0.48,95.06,106.71,55.4892
1558ed19,2024-06-20,2024-09-18,Standard Class,0fbc3a,Michael Kent,Home Office,Central,Technology,Storage,Rock American,110.24,9,0.44,127,12.24888889,61.7344
7d45c51f,2023-09-25,2024-12-30,Same Day,08651a,Diana Yang,Corporate,West,Technology,Tables,Idea Firm,364.8,7,0.01,143.26,52.11428571,361.152
e8643960,2025-01-27,2023-10-30,Standard Class,f8dfdb,Scott Randall,Corporate,Central,Office Supplies,Chairs,Far Yet,467.61,3,0.07,199.54,155.87,434.8773
e4331a73,2024-01-10,2024-02-19,Second Class,dd1cbf,Jenny Nelson,Consumer,Central,Technology,Chairs,Parent Floor,360.93,7,0.24,116.67,51.56142857,274.3068
eaff4517,2025-01-28,2024-04-02,First Class,9a3487,Leslie Underwood,Consumer,East,Furniture,Paper,New With,190.04,1,0.26,136.51,190.04,140.6296
6b688a58,2024-05-29,2023-09-19,Second Class,3fce0a,Lauren Harris,Corporate,East,Technology,Binders,Realize Effect,467.18,8,0.31,120.44,58.3975,322.3542
ee18355d,2023-11-24,2023-11-11,Same Day,c02502,Robert Curry DDS,Consumer,West,Technology,Phones,Shake Total,184.87,5,0.03,38.35,36.974,179.3239
cb3380fa,2024-02-28,2024-03-13,Same Day,4b2127,Andrew Dixon,Home Office,South,Furniture,Paper,Professional System,256.52,9,0.05,175.76,28.50222222,243.694
577ac9f4,2023-08-28,2024-08-07,Same Day,071fe1,Marilyn Matthews,Home Office,South,Technology,Binders,Rest Audience,309.61,10,0.22,180.28,30.961,241.4958
6b395885,2023-06-27,2023-12-02,First Class,38ced0,Elizabeth Jones MD,Corporate,South,Technology,Chairs,Huge Go,168.19,6,0.13,157.59,28.03166667,146.3253
767b5114,2023-12-02,2024-05-06,Standard Class,71432a,Jerry Bell,Corporate,South,Technology,Tables,Method Or,275.01,1,0.01,2.81,275.01,272.2599
e0536549,2024-04-20,2023-07-01,First Class,0f5a35,Christine Cook,Consumer,East,Technology,Storage,However Billion,372.81,3,0.32,124.99,124.27,253.5108
2fe208dd,2023-10-21,2023-06-01,Second Class,c7afe2,Kimberly Vincent,Home Office,West,Technology,Paper,Usually News,178.33,6,0.22,31.46,29.72166667,139.0974
8f1334e5,2024-05-10,2024-02-07,Second Class,d764ed,Ann Brown,Consumer,Central,Technology,Chairs,Cost Money,111.7,7,0.18,42.24,15.95714286,91.594
09e2eee4,2023-10-05,2023-05-19,Same Day,0a38b4,James Jones,Consumer,South,Technology,Paper,Wrong Kid,24.48,4,0.03,141.91,6.12,23.7456
714aea84,2023-03-26,2023-11-17,Same Day,3547c1,Noah Clayton,Home Office,East,Office Supplies,Chairs,Happy While,94.94,9,0.4,132.58,10.54888889,56.964
3da18881,2024-09-14,2023-10-05,Second Class,144283,Charles Hunt,Home Office,South,Furniture,Storage,Open Once,318.34,1,0.2,102.1,318.34,254.672
3eacda72,2023-11-14,2024-10-10,First Class,de8709,Mark Murphy,Consumer,West,Office Supplies,Phones,Apply South,370.3,7,0.33,191.65,52.9,248.101
bf5681d4,2024-11-04,2023-12-02,Standard Class,161392,Gregory Hall,Corporate,East,Office Supplies,Chairs,Wrong Might,9.81,1,0.32,15.23,9.81,6.6708
c1e40545,2024-10-20,2023-12-15,Second Class,d7cae5,Kevin Walton,Home Office,South,Office Supplies,Tables,Star Table,310.78,6,0.08,186.75,51.79666667,285.9176
ed381b90,2023-04-27,2024-06-21,Standard Class,e33752,Sandra Lee,Corporate,West,Office Supplies,Chairs,Only See,288.21,9,0.26,177.28,32.02333333,213.2754
c955707d,2023-02-15,2023-09-21,Same Day,557c8b,Erin Simmons PhD,Consumer,South,Office Supplies,Paper,Suffer Life,267.07,4,0.06,108.2,66.7675,251.0458
2e824023,2023-07-28,2024-02-19,First Class,6aa0c2,Mario Herring,Consumer,South,Office Supplies,Phones,Until Want,175.82,9,0.05,57.56,19.53555556,167.029
883f4969,2023-08-06,2023-10-22,Standard Class,684b5b,Jordan Smith,Consumer,South,Technology,Storage,Risk College,79.57,8,0.09,109.46,9.94625,72.4087
728625b8,2024-06-06,2023-10-27,Standard Class,b0b75f,Mario Terrell,Consumer,West,Furniture,Tables,Democrat Ok,242.55,4,0.29,156.13,60.6375,172.2105
d0d27ab8,2024-01-26,2025-01-10,Same Day,8b1630,Steve Figueroa,Consumer,East,Office Supplies,Tables,Improve Choose,188.63,4,0.49,92.17,47.1575,96.2013
c8c68ba7,2024-07-08,2023-04-03,Standard Class,84c585,Joseph Wilson,Home Office,East,Technology,Storage,Back Still,165.35,6,0.08,69.22,27.55833333,152.122
57de27e1,2023-07-29,2023-10-26,Same Day,652e05,Justin Mills,Consumer,South,Office Supplies,Phones,Age Election,183.75,8,0.01,141.48,22.96875,181.9125
b0cc1355,2025-01-12,2023-03-12,First Class,6d5394,Jordan Haley,Consumer,East,Office Supplies,Paper,Over Animal,102.82,1,0.45,42.27,102.82,56.551
030ad599,2023-06-06,2024-09-20,First Class,d95bb1,Mr. Brian Rosales,Corporate,Central,Furniture,Binders,Laugh Natural,347.6,1,0.39,2.58,347.6,212.036
2a186b56,2023-12-09,2023-11-15,Standard Class,2d8e28,Bryan Hawkins,Consumer,South,Technology,Chairs,They Ok,292.04,2,0.22,77.73,146.02,227.7912
a0cd7d93,2024-12-15,2024-03-23,Standard Class,e937ed,Samantha Benson,Corporate,East,Furniture,Storage,Force Everyone,363.15,8,0.37,56.72,45.39375,228.7845
e67b3f90,2024-08-26,2023-11-25,First Class,3e78a3,Joshua Gray,Home Office,East,Office Supplies,Binders,Wife Research,208.19,5,0.43,123.65,41.638,118.6683
ed331e53,2023-10-05,2023-04-01,First Class,b47766,Michael Stephens,Consumer,East,Office Supplies,Phones,Population She,468.9,2,0.03,72.35,234.45,454.833
a3414e06,2023-10-07,2024-08-08,First Class,f0964f,Alejandra Davis,Home Office,West,Office Supplies,Phones,Feel Entire,148.86,1,0.26,136,148.86,110.1564
6761a15d,2024-01-12,2023-11-01,Same Day,33c8cd,Courtney Blake,Consumer,South,Furniture,Phones,Tv Feeling,71.72,3,0.47,181.62,23.90666667,38.0116
a1ae8dc4,2024-07-03,2023-10-19,First Class,a8e879,Richard Lopez,Corporate,West,Office Supplies,Storage,Account Agreement,451.37,3,0.06,78.84,150.4566667,424.2878
22ee7795,2024-09-03,2025-01-10,Second Class,7160ec,Vicki Phillips,Home Office,Central,Technology,Tables,Product Pull,150.9,7,0.26,188.71,21.55714286,111.666
d6c874a8,2024-02-06,2023-03-11,Same Day,c56700,Dana Hood,Corporate,West,Technology,Paper,Response Training,166.32,1,0.15,42.76,166.32,141.372
4351ff12,2024-06-15,2024-12-24,Same Day,841654,Ashley Foster,Home Office,Central,Furniture,Chairs,Light Full,193.87,5,0.06,91.84,38.774,182.2378
